"a.h"	"a.theta"	"a.K"
"1"	0.430853810708073	1.17988774078382	1.91311448824269
"2"	0.579063418618785	1.01710119879278	0.565506529343984
"3"	0.55752841196603	1.07384470956363	2.84860218954198
"4"	0.737173631825962	1.06675593876319	3.84308461074302
"5"	0.622080970741854	1.21728442689382	0.174455814566624
"6"	0.436334766800182	1.44231329576375	2.97501944647431
"7"	0.833347080743066	0.878767477258992	3.28684868024074
"8"	0.801720571342783	0.909484132105809	0.477857231204231
"9"	1.00910671405815	0.894725403168042	0.0171927469427977
"10"	0.718924999087356	0.877235516439649	0.0884920798526354
"11"	0.79881689943658	0.898322881899219	2.96659162934549e-05
"12"	0.511433120512601	1.14335773558371	0.000153386271744568
"13"	0.819833172049787	0.853194573210816	0.00023682166131991
"14"	0.551461705499193	1.12834528920542	7.66088577009958e-05
"15"	0.441270974312093	1.11304298360913	0.000918632067041644
"16"	0.50719142999396	1.14999025614055	0.13905898262557
"17"	0.447442156832138	1.17237907526035	12.2203348367925
"18"	0.5552380318267		1.23819528100002	2.91602472657256
"19"	0.47158579604916	1.24534808183721	1.81198068269682
"20"	0.529887304798321	1.06571292619027	0.901776432783999
"21"	1.35039081317675	0.70508591354556	0
"22"	0.922852087506112	0.885174830086222	0.174934797242937
"23"	1.82034798426063	0.849853481774655	0
"24"	0.868839379499882	1.10837740612631	0.00909950634697169
"25"	0.624179477538399	1.06978174463879	0.463388239918984
"26"	0.728825380958593	0.939891916905038	0.64276501188804
"27"	0.84310547749093	1.13071842980953	0.0583001384679522
"28"	0.724977874611678	0.993844263611666	2.37713385794799
"29"	1.67102997501133	0.838329253517272	0
"30"	0.867576745919596	1.0244893021119		0.0494573939320644
"31"	1.18560384693836	0.877246486214977	0.0200278944091207
"32"	1.27580939799962	0.883765908013938	0.000728894988512241
"33"	0.85377193046797	1.15207405719858	0.17479855518901
"34"	0.790590390752014	0.980102761210167	0
"35"	0.812681458992774	0.75394808366897	3.83719745236782
"36"	0.671272057508119	0.891351500035711	0.461690260246888
"37"	0.876295895247191	1.13301749760082	0.577678202800255
"38"	2.08519536539204	0.799067158072042	0
"39"	1.11029189107426	1.14043001248353	0.152318616290969
"40"	0.697483562120423	1.15378518837048	0.0467991455241036
"41"	1.17404762390726	0.77395615768479	0.0568810575147401
"42"	2.22166990138818	0.644741761473108	0.23541970706948
"43"	0.662644709152437	0.930567159819264	3.11523529359096
"44"	1.33176317983949	0.827295254472735	0
"45"	0.839386701241543	1.15341213746957	0.503590797015979
"46"	0.686751194883438	0.851894243111994	1.04766733418916
"47"	0.620395600971026	1.1812300391911		0.463313811389524
"48"	1.50191977762807	0.846769410559688	0.105386067089061
"49"	0.869965060429001	1.09737336336953	0.0507501650880017
"50"	0.497752532040287	1.27833714369004	1.40535003201762
"51"	1.29511202698996	1.03282047695529	2.8002305529543
"52"	0.871147986669617	0.967222817825744	0.93281685960388
"53"	0.620940049062833	1.08171751546087	2.3333750819748
"54"	0.53621567574485	1.2645243672993		0.720357468507906
"55"	0.642780262369116	1.09827071169664	0
"56"	0.705838700968236	1.20656544017952	0.114323286790439
"57"	0.561808971083624	1.26166487558058	1.05424101329116
"58"	1.25729330367672	0.843408934945679	0.595871653108755
"59"	1.30180729582527	1.07195299753104	0.114193548200251
"60"	2.06881239207474	0.818107199671362	0.23445007612146
"61"	1.32869772806		0.846726909445543	0.0583115990809791
"62"	0.948764313777478	1.14498474359303	0
"63"	1.0695965473865		0.874048012576257	0
"64"	0.979938675188138	0.857193610167383	0
"65"	1.153169883922		0.863054578224554	0.257888396623619
"66"	1.23357915539754	0.865434819649716	0.00534739924607937
"67"	0.950794653746398	1.10822233042059	1.90507919016728
"68"	0.849020737650931	0.924859046514277	1.25152606949549
