"a.h"	"a.theta"	"a.K"
"1"	0.430853810708073	1.17393845423468	1.47170770609718
"2"	0.579063418618785	0.997315010369261	0.435029017969695
"3"	0.55752841196603	1.05502806708122	2.19135332449712
"4"	0.737173631825962	1.09795030937556	2.95638199991327
"5"	0.622080970741854	1.12863249571689	0.1342041828908
"6"	0.436334766800182	1.46654236828718	2.288602732389
"7"	0.833347080743066	0.89916364657187	2.52848460518898
"8"	0.801720571342783	0.897459841881508	0.367602761831322
"9"	1.00910671405815	0.941779957735531	0.0132259194732962
"10"	0.718924999087356	0.884512979649618	0.0680745855243188
"11"	0.79881689943658	0.889501438252275	NA
"12"	0.511433120512601	1.17542833597846	NA
"13"	0.819833172049787	0.914865161886154	NA
"14"	0.551461705499193	1.1274070799475		NA
"15"	0.441270974312093	1.16204111516549	NA
"16"	0.50719142999396	1.11414135545122	0.106974348681072
"17"	0.447442156832138	1.11399379934508	9.40077609621546
"18"	0.5552380318267		1.1389197968359		2.24321967537279
"19"	0.47158579604916	1.15177793802806	1.39390817978367
"20"	0.529887304798321	1.14683207629076	0.693712442962106
"21"	1.35039081317675	0.73306625784758	NA
"22"	0.922852087506112	0.920410842676106	0.134572651427393
"23"	1.82034798426063	0.88401259876252	NA
"24"	0.868839379499882	1.0885314180583		0.00700000637432818
"25"	0.624179477538399	1.10105176387626	0.356472154591234
"26"	0.728825380958593	0.958932110082095	0.494461898134595
"27"	0.84310547749093	1.08168452800685	0.0448487341333299
"28"	0.724977874611678	0.970312207924202	1.82866537191933
"29"	1.67102997501133	0.871590675651296	NA
"30"	0.867576745919596	1.07425248191556	0.0380462477392883
"31"	1.18560384693836	0.912529571689077	0.0154069224397951
"32"	1.27580939799962	0.918897426706876	NA
"33"	0.85377193046797	1.05174863285418	0.134467844066468
"34"	0.790590390752014	1.06439924533354	NA
"35"	0.812681458992774	0.756883547275662	2.95185316674566
"36"	0.671272057508119	1.05953858320237	0.355165944333783
"37"	0.876295895247191	1.13018760845072	0.444392360169955
"38"	2.08519536539204	0.83098046532091	NA
"39"	1.11029189107426	1.10234944437801	0.117174629513882
"40"	0.697483562120423	1.12568207981595	0.0360013284776553
"41"	1.17404762390726	0.752817198403221	0.0437570731860876
"42"	2.22166990138818	0.666722761279416	0.181102071617025
"43"	0.662644709152437	0.918107936500466	2.39646702592016
"44"	1.33176317983949	0.856124919790978	NA
"45"	0.839386701241543	1.02868385430899	0.387398904374415
"46"	0.686751194883438	0.882551280866344	0.805942403671179
"47"	0.620395600971026	1.04818992034429	0.356414898718136
"48"	1.50191977762807	0.878062159218496	0.0810706771619884
"49"	0.869965060429001	1.05826962318674	0.0390407419444734
"50"	0.497752532040287	1.18981114691137	1.08109811754344
"51"	1.29511202698996	1.04374563747668	2.15414232078557
"52"	0.871147986669617	0.961878964659449	0.717591011459764
"53"	0.620940049062833	1.06509660193099	1.79500291825809
"54"	0.53621567574485	1.20425625389586	0.554151695605817
"55"	0.642780262369116	1.12272950401676	NA
"56"	0.705838700968236	1.14151272227998	0.0879458407689939
"57"	0.561808971083624	1.17640128769385	0.810999358835798
"58"	1.25729330367672	0.878120428637131	0.458388093924557
"59"	1.30180729582527	1.05507608982968	0.0878460363484369
"60"	2.06881239207474	0.865782629406288	0.180356160513929
"61"	1.32869772806		0.870112066880698	0.0448575504757976
"62"	0.948764313777478	1.09750234229901	NA
"63"	1.0695965473865		0.91283597254161	NA
"64"	0.979938675188138	0.893918138523731	NA
"65"	1.153169883922		0.874458744423349	0.198386632350818
"66"	1.23357915539754	0.869594556350814	0.0041136109346295
"67"	0.950794653746398	1.03584223800835	1.46552636662636
"68"	0.849020737650931	0.909173290585705	0.962765465515814
"69"	0.977025372926044	0.902350805148032	NA
"70"	1.00372666729437	0.905572055699484	NA
"71"	1.50884753223035	0.934730532906129	NA
"72"	0.75457344093673	1.10761663976382	0.468914806831023
"73"	0.71623662158168	1.05070498884575	0.101846049097093
"74"	0.655580005678487	0.991073056799547	0.170048935337338
"75"	1.00144248749031	0.92225468093159	NA
"76"	1.36216558960597	0.823111392141289	2.01995298825448
"77"	0.648019041499106	0.881959294776327	2.36762518075465
"78"	0.976114234600467	1.04281035669445	0.0775834871847996
"79"	0.864596575279983	1.05469301821065	0.146051529320374
